Date,gross_return,transaction_cost,net_return,signal,beta,weight_rf,weight_schw,alpha,innovation,innovation_std,z_score
2023-04-14,-0.010109252278705521,0.0,-0.010109252278705521,-1.0,0.907434411780893,-0.5242644223170647,0.4757355776829353,-0.8401959817112779,0.10269287550282558,0.021495427449375902,4.77742886223959
2023-04-17,0.006328416960033674,0.0,0.006328416960033674,-1.0,0.9066684256070056,-0.5244750406362033,0.47552495936379674,-0.8335893540294115,0.08618835373222833,0.021482700969551804,4.011988709165861
2023-04-18,0.01764439893046384,0.0,0.01764439893046384,-1.0,0.9064165772531394,-0.5245443267393584,0.47545567326064164,-0.8305728139164217,0.04894256447762446,0.021477510764863508,2.2787819786682575
2023-04-19,-0.0009326301602284748,0.0,-0.0009326301602284748,-1.0,0.9063741743841494,-0.5245559940104876,0.4754440059895125,-0.8284043212116563,0.04869632456004336,0.02147456848549918,2.267627616961236
2023-04-20,-0.004367297319091112,0.0,-0.004367297319091112,-1.0,0.906146263656432,-0.5246187131945307,0.4753812868054693,-0.8252423536764858,0.05502747108649242,0.02147513973064489,2.562380118438464
2023-04-21,0.013166736706124744,0.0,0.013166736706124744,-1.0,0.9060334506263019,-0.5246497639752392,0.47535023602476084,-0.8236618861992495,0.027668804181486983,0.02147434334890356,1.288458684484045
2023-04-24,-0.0043282439822325755,0.0,-0.0043282439822325755,-1.0,0.9058528651810549,-0.5246994761607688,0.4753005238392311,-0.8215241206923917,0.034784266077363846,0.021474466742681723,1.6197965003819228
2023-04-25,-0.004829853239220104,0.0,-0.004829853239220104,-1.0,0.9054340350049147,-0.5248148094496594,0.4751851905503406,-0.8181280869443348,0.042575733260035165,0.021479510142619566,1.9821556905786482
2023-04-26,-0.0013608169063463586,0.0,-0.0013608169063463586,-1.0,0.9049930217116798,-0.5249363061191044,0.47506369388089564,-0.8146157662950249,0.04340439705680721,0.021479344986167506,2.02075049703607
2023-04-27,0.0022601775237439045,0.0,0.0022601775237439045,-1.0,0.9047510458421786,-0.5250029930068124,0.47499700699318753,-0.812143057152569,0.03729280236317134,0.021473618220205087,1.7366799568077247
2023-04-28,-0.0028703520148249577,0.0,-0.0028703520148249577,-1.0,0.9045627093152105,-0.5250549089872457,0.4749450910127543,-0.8097253961450818,0.04122922950231267,0.021471194262846393,1.920211283899352
2023-05-01,0.008293364567961405,0.0,0.008293364567961405,-1.0,0.9044418665309679,-0.5250882253610334,0.4749117746389666,-0.8082857032734326,0.023755095832639128,0.021470947389227907,1.1063832164461076
2023-05-02,0.020305331105031955,0.0005,0.019805331105031954,0.0,0.9045831602494341,-0.5250492710798906,0.4749507289201093,-0.8094853271781052,-0.015890801206870364,0.021474674489815646,-0.7399786764826899
2023-05-03,0.0,0.0,0.0,0.0,0.9045517471275669,0.0,-0.0,-0.8092689364684291,0.00229931845528375,0.021482894390124928,0.1070301987026795
2023-05-04,-0.0,0.0,-0.0,0.0,0.9048454965862104,0.0,-0.0,-0.8112372413855107,-0.02021875645485638,0.02148427640752715,-0.9410955282521226
2023-05-05,0.0,0.0,0.0,0.0,0.9048920029929217,0.0,-0.0,-0.811639629593602,-0.005462736092408882,0.02147220849332841,-0.2544096055189758
2023-05-08,0.0,0.0,0.0,0.0,0.9046937522575762,0.0,-0.0,-0.8102066326211418,0.0163418926077723,0.021477714471395515,0.7608767045272339
