Date,RF,SCHW
2023-08-14,17.912019729614258,59.66636276245117
2023-08-15,17.426483154296875,58.88407897949219
2023-08-16,17.205781936645508,58.38187026977539
2023-08-17,17.302888870239258,57.72513198852539
2023-08-18,17.24991798400879,57.48368835449219
2023-08-21,17.117496490478516,57.367794036865234
2023-08-22,16.26118278503418,54.52836990356445
2023-08-23,16.596647262573242,56.035003662109375
2023-08-24,16.570165634155273,55.86115646362305
2023-08-25,16.36712074279785,56.16055679321289
2023-08-28,16.570165634155273,57.02975845336914
2023-08-29,16.658447265625,57.416080474853516
2023-08-30,16.402429580688477,57.73478698730469
2023-08-31,16.402433395385742,57.126346588134766
2023-09-01,16.59918785095215,58.43016052246094
2023-09-05,16.47397804260254,57.638214111328125
2023-09-06,16.196731567382812,56.27645492553711
2023-09-07,15.910540580749512,55.84184265136719
2023-09-08,16.02680206298828,57.30018615722656
2023-09-11,16.07151985168457,57.7734260559082
2023-09-12,16.268278121948242,58.4494743347168
2023-09-13,15.973142623901367,56.7207145690918
2023-09-14,16.080463409423828,57.715476989746094
2023-09-15,16.062578201293945,56.2281608581543
2023-09-18,15.919483184814453,55.88047790527344
2023-09-19,16.04469108581543,55.75492477416992
2023-09-20,15.928421974182129,54.73119354248047
2023-09-21,15.57962703704834,54.09377670288086
2023-09-22,15.257660865783691,53.26319122314453
2023-09-25,15.472305297851562,53.45634841918945
2023-09-26,15.087735176086426,52.345699310302734
2023-09-27,15.150337219238281,52.519535064697266
2023-09-28,15.23977279663086,52.683719635009766
2023-09-29,15.382871627807617,53.02174377441406
2023-10-02,14.774710655212402,51.71793746948242
2023-10-03,14.649499893188477,49.5449104309082
2023-10-04,14.685275077819824,49.65114212036133
2023-10-05,14.810482025146484,49.31312561035156
2023-10-06,14.774710655212402,49.75738525390625
2023-10-09,14.676328659057617,49.97951126098633
2023-10-10,14.819424629211426,50.00848388671875
2023-10-11,14.747878074645996,50.13404083251953
2023-10-12,14.569009780883789,49.74772262573242
2023-10-13,14.33647632598877,49.57388687133789
2023-10-16,14.792595863342285,51.882118225097656
2023-10-17,15.016185760498047,51.8531379699707
2023-10-18,14.792595863342285,50.06643295288086
2023-10-19,14.738935470581055,50.124385833740234
2023-10-20,12.91445541381836,49.12961959838867
2023-10-23,12.690866470336914,47.642311096191406
2023-10-24,12.672981262207031,48.12520217895508
2023-10-25,12.574601173400879,47.680938720703125
2023-10-26,12.905512809753418,49.67046356201172
2023-10-27,12.529884338378906,48.4052848815918
2023-10-30,12.717698097229004,49.01372528076172
2023-10-31,12.994946479797363,50.25959396362305
2023-11-01,13.003889083862305,51.01291275024414
2023-11-02,13.799864768981934,53.050724029541016
2023-11-03,14.07711410522461,53.9199333190918
2023-11-06,13.844582557678223,53.717105865478516
2023-11-07,13.737260818481445,53.3404541015625
2023-11-08,13.638880729675293,53.02174377441406
2023-11-09,13.43317985534668,52.54634475708008
2023-11-10,13.522614479064941,52.78889846801758
2023-11-13,13.40634822845459,52.352298736572266
2023-11-14,14.23809814453125,53.15757369995117
2023-11-15,14.488517761230469,54.409141540527344
2023-11-16,14.381195068359375,54.0113525390625
2023-11-17,14.676328659057617,55.08828353881836
2023-11-20,14.577949523925781,54.874839782714844
2023-11-21,14.273871421813965,54.32182693481445
2023-11-22,14.345420837402344,54.26361083984375
2023-11-24,14.354363441467285,54.748714447021484
2023-11-27,14.282814979553223,54.33151626586914
2023-11-28,14.309647560119629,54.14719009399414
2023-11-29,14.729992866516113,57.83396911621094
2023-11-30,14.917806625366211,59.493019104003906
2023-12-01,15.713778495788574,61.2781982421875
2023-12-04,15.776386260986328,60.7736930847168
2023-12-05,15.203999519348145,60.37590789794922
2023-12-06,15.293435096740723,60.30799102783203
2023-12-07,15.647196769714355,61.08415222167969
2023-12-08,15.819541931152344,62.16109085083008
2023-12-11,15.84675407409668,62.112571716308594
2023-12-12,15.656267166137695,62.646183013916016
2023-12-13,16.418216705322266,64.32463836669922
2023-12-14,17.778844833374023,68.8263931274414
2023-12-15,17.715351104736328,68.86519622802734
2023-12-18,17.352514266967773,67.24496459960938
2023-12-19,17.561145782470703,67.66215515136719
2023-12-20,17.207382202148438,65.12020874023438
2023-12-21,17.36158561706543,66.14863586425781
2023-12-22,17.479507446289062,66.5367202758789
2023-12-26,17.751632690429688,66.89567565917969
2023-12-27,17.72441864013672,67.20614624023438
2023-12-28,17.733488082885742,67.47782135009766
2023-12-29,17.57928466796875,66.75016784667969
2024-01-02,17.68813705444336,67.04121398925781
2024-01-03,17.05317497253418,65.05229187011719
2024-01-04,17.207382202148438,64.89705657958984
2024-01-05,17.588356018066406,65.2269515991211
2024-01-08,17.697208404541016,65.77994537353516
2024-01-09,17.343442916870117,64.76123046875
2024-01-10,17.16202735900879,63.858951568603516
2024-01-11,16.84455108642578,63.315635681152344
2024-01-12,16.58149528503418,63.286521911621094
2024-01-16,16.282155990600586,62.39392852783203
2024-01-17,16.273086547851562,61.55955505371094
2024-01-18,16.282155990600586,60.8513069152832
2024-01-19,16.88990020751953,61.879722595214844
2024-01-22,17.298091888427734,61.73419189453125
2024-01-23,17.207382202148438,62.01555633544922
2024-01-24,17.461368560791016,61.58866500854492
2024-01-25,17.352514266967773,61.81180953979492
2024-01-26,17.370655059814453,62.131980895996094
2024-01-29,17.597429275512695,62.03496170043945
2024-01-30,17.669992446899414,62.46184539794922
2024-01-31,16.935256958007812,61.04534912109375
2024-02-01,16.527069091796875,60.41471481323242
2024-02-02,16.599634170532227,61.06475830078125
2024-02-05,16.29122543334961,60.51173400878906
2024-02-06,16.200519561767578,60.0460319519043
2024-02-07,16.1823787689209,60.5699462890625
2024-02-08,16.227731704711914,60.85243606567383
2024-02-09,16.3275089263916,61.7291374206543
2024-02-12,16.744766235351562,62.829872131347656
2024-02-13,16.227731704711914,61.086219787597656
2024-02-14,16.590564727783203,61.39793395996094
2024-02-15,16.826406478881836,62.956504821777344
2024-02-16,16.762908935546875,62.73246383666992
2024-02-20,16.70848846435547,61.93370056152344
2024-02-21,16.626848220825195,62.46944808959961
2024-02-22,16.5361385345459,62.956504821777344
2024-02-23,16.58149528503418,62.77142333984375
2024-02-26,16.5361385345459,62.73246383666992
